year,category,name_of_work,staff_members
,SHORT FILM (Live Action),I'll Wait for the Next One... (J'Attendrai Le Suivant...),"Philippe Orreindy, Thomas Gaudin"
,SHORT FILM (Live Action),Inja (Dog),"Steven Pasvolsky, Joe Weatherstone"
,SHORT FILM (Live Action),Johnny Flynton,"Lexi Alexander, Alexander Buono"
,SHORT FILM (Live Action),This Charming Man (Der Er En Yndig Mand),"Martin Strange-Hansen, Mie Andreasen"
,WRITING (Adapted Screenplay),About a Boy,Screenplay by Peter Hedges and Chris Weitz & Paul Weitz
,WRITING (Adapted Screenplay),Adaptation,Screenplay by Charlie Kaufman and Donald Kaufman
,WRITING (Adapted Screenplay),Chicago,Screenplay by Bill Condon
,WRITING (Adapted Screenplay),The Hours,Screenplay by David Hare
,WRITING (Adapted Screenplay),The Pianist,Screenplay by Ronald Harwood
,WRITING (Original Screenplay),Far from Heaven,Written by Todd Haynes
,WRITING (Original Screenplay),Gangs of New York,Screenplay by Jay Cocks and Steve Zaillian and Kenneth Lonergan; Story by Jay Cocks
,WRITING (Original Screenplay),My Big Fat Greek Wedding,Written by Nia Vardalos
,WRITING (Original Screenplay),Talk to Her,Written by Pedro Almodóvar
,WRITING (Original Screenplay),Y Tu Mamá También,Written by Carlos Cuarón and Alfonso Cuarón
,ANIMATED FEATURE FILM,Brother Bear,Aaron Blaise and Robert Walker
,ANIMATED FEATURE FILM,Finding Nemo,Andrew Stanton
,ANIMATED FEATURE FILM,The Triplets of Belleville,Sylvain Chomet
,DIRECTING,City of God,Fernando Meirelles
,DIRECTING,The Lord of the Rings: The Return of the King,Peter Jackson
,DIRECTING,Lost in Translation,Sofia Coppola
,DIRECTING,Master and Commander: The Far Side of the World,Peter Weir
,DIRECTING,Mystic River,Clint Eastwood
,DOCUMENTARY (Feature),Balseros,Carlos Bosch and Josep Maria Domenech
,DOCUMENTARY (Feature),Capturing the Friedmans,Andrew Jarecki and Marc Smerling
,DOCUMENTARY (Feature),The Fog of War,Errol Morris and Michael Williams
,DOCUMENTARY (Feature),My Architect,Nathaniel Kahn and Susan R. Behr
,DOCUMENTARY (Feature),The Weather Underground,Sam Green and Bill Siegel
,DOCUMENTARY (Short Subject),Asylum,Sandy McLeod and Gini Reticker
,DOCUMENTARY (Short Subject),Chernobyl Heart,Maryann DeLeo
,DOCUMENTARY (Short Subject),Ferry Tales,Katja Esson
,DOCUMENTARY (Short Subject),The Barbarian Invasions,Canada
,DOCUMENTARY (Short Subject),Evil,Sweden
,DOCUMENTARY (Short Subject),The Twilight Samurai,Japan
,DOCUMENTARY (Short Subject),Twin Sisters,The Netherlands
,DOCUMENTARY (Short Subject),Zelary,Czech Republic
,MUSIC (Original Score),Big Fish,Danny Elfman
,MUSIC (Original Score),Cold Mountain,Gabriel Yared
,MUSIC (Original Score),Finding Nemo,Thomas Newman
,MUSIC (Original Score),House of Sand and Fog,James Horner
,MUSIC (Original Score),The Lord of the Rings: The Return of the King,Howard Shore
,MUSIC (Original Song),"""Belleville Rendez-vous"" from The Triplets of Belleville",Music by Benoît Charest; Lyric by Sylvain Chomet
,MUSIC (Original Song),"""Into The West"" from The Lord of the Rings: The Return of the King",Music and Lyric by Fran Walsh and Howard Shore and Annie Lennox
,MUSIC (Original Song),"""A Kiss At The End Of The Rainbow"" from A Mighty Wind",Music and Lyric by Michael McKean and Annette O'Toole
,MUSIC (Original Song),"""Scarlet Tide"" from Cold Mountain",Music and Lyric by T Bone Burnett and Elvis Costello
,MUSIC (Original Song),"""You Will Be My Ain True Love"" from Cold Mountain",Music and Lyric by Sting
,BEST PICTURE,The Lord of the Rings: The Return of the King,"Barrie M. Osborne, Peter Jackson and Fran Walsh, Producers"
,BEST PICTURE,Lost in Translation,"Ross Katz and Sofia Coppola, Producers"
,BEST PICTURE,Master and Commander: The Far Side of the World,"Samuel Goldwyn, Jr., Peter Weir and Duncan Henderson, Producers"
,BEST PICTURE,Mystic River,"Robert Lorenz, Judie G. Hoyt and Clint Eastwood, Producers"
,BEST PICTURE,Seabiscuit,"Kathleen Kennedy, Frank Marshall and Gary Ross, Producers"
,SHORT FILM (Animated),Boundin',Bud Luckey
,SHORT FILM (Animated),Destino,Dominique Monfery and Roy Edward Disney
,SHORT FILM (Animated),Gone Nutty,Carlos Saldanha and John C. Donkin
,SHORT FILM (Animated),Harvie Krumpet,Adam Elliot
,SHORT FILM (Animated),Nibbles,Chris Hinton
,SHORT FILM (Live Action),Die Rote Jacke (The Red Jacket),Florian Baxmeyer
,SHORT FILM (Live Action),Most (The Bridge),Bobby Garabedian and William Zabka
,SHORT FILM (Live Action),Squash,Lionel Bailliu
,SHORT FILM (Live Action),(A) Torzija [(A) Torsion],Stefan Arsenijevic
,SHORT FILM (Live Action),Two Soldiers,Aaron Schneider and Andrew J. Sacks
,WRITING (Adapted Screenplay),American Splendor,Written by Robert Pulcini & Shari Springer Berman
,WRITING (Adapted Screenplay),City of God,Screenplay by Braulio Mantovani
,WRITING (Adapted Screenplay),The Lord of the Rings: The Return of the King,"Screenplay by Fran Walsh, Philippa Boyens & Peter Jackson"
,WRITING (Adapted Screenplay),Mystic River,Screenplay by Brian Helgeland
,WRITING (Adapted Screenplay),Seabiscuit,Written for the Screen by Gary Ross
,WRITING (Original Screenplay),The Barbarian Invasions,Written by Denys Arcand
,WRITING (Original Screenplay),Dirty Pretty Things,Written by Steven Knight
,WRITING (Original Screenplay),Finding Nemo,"Screenplay by Andrew Stanton, Bob Peterson and David Reynolds; Original Story by Andrew Stanton"
,WRITING (Original Screenplay),In America,Written by Jim Sheridan & Naomi Sheridan & Kirsten Sheridan
,WRITING (Original Screenplay),Lost in Translation,Written by Sofia Coppola
,ANIMATED FEATURE FILM,The Incredibles,Brad Bird
,ANIMATED FEATURE FILM,Shark Tale,Bill Damaschke
,ANIMATED FEATURE FILM,Shrek 2,Andrew Adamson
,DIRECTING,The Aviator,Martin Scorsese
,DIRECTING,Million Dollar Baby,Clint Eastwood
,DIRECTING,Ray,Taylor Hackford
,DIRECTING,Sideways,Alexander Payne
,DIRECTING,Vera Drake,Mike Leigh
,DOCUMENTARY (Feature),Born into Brothels,Ross Kauffman and Zana Briski
,DOCUMENTARY (Feature),The Story of the Weeping Camel,Luigi Falorni and Byambasuren Davaa
,DOCUMENTARY (Feature),Super Size Me,Morgan Spurlock
,DOCUMENTARY (Feature),Tupac: Resurrection,Lauren Lazin and Karolyn Ali
,DOCUMENTARY (Feature),Twist of Faith,Kirby Dick and Eddie Schmidt
,DOCUMENTARY (Short Subject),Autism Is a World,Gerardine Wurzburg
,DOCUMENTARY (Short Subject),The Children of Leningradsky,Hanna Polak and Andrzej Celinski
,DOCUMENTARY (Short Subject),Hardwood,Hubert Davis and Erin Faith Young
,DOCUMENTARY (Short Subject),Mighty Times: The Children's March,Robert Hudson and Bobby Houston
,DOCUMENTARY (Short Subject),Sister Rose's Passion,Oren Jacoby and Steve Kalafer
,DOCUMENTARY (Short Subject),As It Is in Heaven,Sweden
,DOCUMENTARY (Short Subject),The Chorus (Les Choristes),France
,DOCUMENTARY (Short Subject),Downfall,Germany
,DOCUMENTARY (Short Subject),The Sea Inside,Spain
,DOCUMENTARY (Short Subject),Yesterday,South Africa
,MUSIC (Original Score),Finding Neverland,Jan A.P. Kaczmarek
,MUSIC (Original Score),Harry Potter and the Prisoner of Azkaban,John Williams
,MUSIC (Original Score),Lemony Snicket's A Series of Unfortunate Events,Thomas Newman
,MUSIC (Original Score),The Passion of the Christ,John Debney
,MUSIC (Original Score),The Village,James Newton Howard
,MUSIC (Original Song),"""Accidentally In Love"" from Shrek 2","Music by Adam Duritz, Charles Gillingham, Jim Bogios, David Immergluck, Matthew Malley and David Bryson; Lyric by Adam Duritz and Daniel Vickrey"
,MUSIC (Original Song),"""Al Otro Lado Del Río"" from The Motorcycle Diaries",Music and Lyric by Jorge Drexler
,MUSIC (Original Song),"""Believe"" from The Polar Express",Music and Lyric by Glen Ballard and Alan Silvestri
,MUSIC (Original Song),"""Learn To Be Lonely"" from The Phantom of the Opera",Music by Andrew Lloyd Webber; Lyric by Charles Hart
,MUSIC (Original Song),"""Look To Your Path (Vois Sur Ton Chemin)"" from The Chorus (Les Choristes)",Music by Bruno Coulais; Lyric by Christophe Barratier
,BEST PICTURE,The Aviator,"Michael Mann and Graham King, Producers"
,BEST PICTURE,Finding Neverland,"Richard N. Gladstein and Nellie Bellflower, Producers"
,BEST PICTURE,Million Dollar Baby,"Clint Eastwood, Albert S. Ruddy and Tom Rosenberg, Producers"
,BEST PICTURE,Ray,"Taylor Hackford, Stuart Benjamin and Howard Baldwin, Producers"
,BEST PICTURE,Sideways,"Michael London, Producer"
,SHORT FILM (Animated),Birthday Boy,Sejong Park and Andrew Gregory
,SHORT FILM (Animated),Gopher Broke,Jeff Fowler and Tim Miller
,SHORT FILM (Animated),Guard Dog,Bill Plympton
,SHORT FILM (Animated),Lorenzo,Mike Gabriel and Baker Bloodworth
,SHORT FILM (Animated),Ryan,Chris Landreth
,SHORT FILM (Live Action),Everything in This Country Must,Gary McKendry
,SHORT FILM (Live Action),Little Terrorist,Ashvin Kumar
,SHORT FILM (Live Action),7:35 in the Morning (7:35 de la Mañana),Nacho Vigalondo
,SHORT FILM (Live Action),"Two Cars, One Night",Taika Waititi and Ainsley Gardiner
,SHORT FILM (Live Action),Wasp,Andrea Arnold
,WRITING (Adapted Screenplay),Before Sunset,Screenplay by Richard Linklater & Julie Delpy & Ethan Hawke; Story by Richard Linklater & Kim Krizan
,WRITING (Adapted Screenplay),Finding Neverland,Screenplay by David Magee
,WRITING (Adapted Screenplay),Million Dollar Baby,Screenplay by Paul Haggis
,WRITING (Adapted Screenplay),The Motorcycle Diaries,Screenplay by José Rivera
,WRITING (Adapted Screenplay),Sideways,Screenplay by Alexander Payne & Jim Taylor
,WRITING (Original Screenplay),The Aviator,Written by John Logan
,WRITING (Original Screenplay),Eternal Sunshine of the Spotless Mind,Screenplay by Charlie Kaufman; Story by Charlie Kaufman & Michel Gondry & Pierre Bismuth
,WRITING (Original Screenplay),Hotel Rwanda,Written by Keir Pearson & Terry George
,WRITING (Original Screenplay),The Incredibles,Written by Brad Bird
,WRITING (Original Screenplay),Vera Drake,Written by Mike Leigh
,ANIMATED FEATURE FILM,Howl's Moving Castle,Hayao Miyazaki
,ANIMATED FEATURE FILM,Tim Burton's Corpse Bride,Mike Johnson and Tim Burton
,ANIMATED FEATURE FILM,Wallace & Gromit in The Curse of the Were-Rabbit,Nick Park and Steve Box
,DIRECTING,Brokeback Mountain,Ang Lee
,DIRECTING,Capote,Bennett Miller
,DIRECTING,Crash,Paul Haggis
,DIRECTING,"Good Night, and Good Luck.",George Clooney
,DIRECTING,Munich,Steven Spielberg
,DOCUMENTARY (Feature),Darwin's Nightmare,Hubert Sauper
,DOCUMENTARY (Feature),Enron: The Smartest Guys in the Room,Alex Gibney and Jason Kliot
,DOCUMENTARY (Feature),March of the Penguins,Luc Jacquet and Yves Darondeau
,DOCUMENTARY (Feature),Murderball,Henry-Alex Rubin and Dana Adam Shapiro
,DOCUMENTARY (Feature),Street Fight,Marshall Curry
,DOCUMENTARY (Short Subject),The Death of Kevin Carter: Casualty of the Bang Bang Club,Dan Krauss
,DOCUMENTARY (Short Subject),God Sleeps in Rwanda,Kimberlee Acquaro and Stacy Sherman
,DOCUMENTARY (Short Subject),The Mushroom Club,Steven Okazaki
,DOCUMENTARY (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin,Corinne Marrinan and Eric Simonson
,DOCUMENTARY (Short Subject),Don't Tell,Italy
,DOCUMENTARY (Short Subject),Joyeux Noël,France
,DOCUMENTARY (Short Subject),Paradise Now,The Palestinian Territories
,DOCUMENTARY (Short Subject),Sophie Scholl - The Final Days,Germany
,DOCUMENTARY (Short Subject),Tsotsi,South Africa
,MUSIC (Original Score),Brokeback Mountain,Gustavo Santaolalla
,MUSIC (Original Score),The Constant Gardener,Alberto Iglesias
,MUSIC (Original Score),Memoirs of a Geisha,John Williams
,MUSIC (Original Score),Munich,John Williams
,MUSIC (Original Score),Pride & Prejudice,Dario Marianelli
,MUSIC (Original Song),"""In The Deep"" from Crash","Music by Kathleen ""Bird"" York and Michael Becker; Lyric by Kathleen ""Bird"" York"
,MUSIC (Original Song),"""It's Hard Out Here For A Pimp"" from Hustle & Flow","Music and Lyric by Jordan Houston, Cedric Coleman and Paul Beauregard"
,MUSIC (Original Song),"""Travelin' Thru"" from Transamerica",Music and Lyric by Dolly Parton
,BEST PICTURE,Brokeback Mountain,"Diana Ossana and James Schamus, Producers"
,BEST PICTURE,Capote,"Caroline Baron, William Vince and Michael Ohoven, Producers"
,BEST PICTURE,Crash,"Paul Haggis and Cathy Schulman, Producers"
,BEST PICTURE,"Good Night, and Good Luck.","Grant Heslov, Producer"
,BEST PICTURE,Munich,"Kathleen Kennedy, Steven Spielberg and Barry Mendel, Producers"
,SHORT FILM (Animated),Badgered,Sharon Colman
,SHORT FILM (Animated),The Moon and the Son: An Imagined Conversation,John Canemaker and Peggy Stern
,SHORT FILM (Animated),The Mysterious Geographic Explorations of Jasper Morello,Anthony Lucas
,SHORT FILM (Animated),9,Shane Acker
,SHORT FILM (Animated),One Man Band,Andrew Jimenez and Mark Andrews
,SHORT FILM (Live Action),Ausreisser (The Runaway),Ulrike Grote
,SHORT FILM (Live Action),Cashback,Sean Ellis and Lene Bausager
,SHORT FILM (Live Action),The Last Farm,Rúnar Rúnarsson and Thor S. Sigurjónsson
,SHORT FILM (Live Action),Our Time Is Up,Rob Pearlstein and Pia Clemente
,SHORT FILM (Live Action),Six Shooter,Martin McDonagh
,WRITING (Adapted Screenplay),Brokeback Mountain,Screenplay by Larry McMurtry & Diana Ossana
,WRITING (Adapted Screenplay),Capote,Screenplay by Dan Futterman
,WRITING (Adapted Screenplay),The Constant Gardener,Screenplay by Jeffrey Caine
,WRITING (Adapted Screenplay),A History of Violence,Screenplay by Josh Olson
,WRITING (Adapted Screenplay),Munich,Screenplay by Tony Kushner and Eric Roth
,WRITING (Original Screenplay),Crash,Screenplay by Paul Haggis & Bobby Moresco; Story by Paul Haggis
,WRITING (Original Screenplay),"Good Night, and Good Luck.",Screenplay by George Clooney & Grant Heslov
,WRITING (Original Screenplay),Match Point,Written by Woody Allen
,WRITING (Original Screenplay),The Squid and the Whale,Written by Noah Baumbach
,WRITING (Original Screenplay),Syriana,Written by Stephen Gaghan
,ANIMATED FEATURE FILM,Cars,John Lasseter
,ANIMATED FEATURE FILM,Happy Feet,George Miller
,ANIMATED FEATURE FILM,Monster House,Gil Kenan
,DIRECTING,Babel,Alejandro González Iñárritu
,DIRECTING,The Departed,Martin Scorsese
,DIRECTING,Letters from Iwo Jima,Clint Eastwood
,DIRECTING,The Queen,Stephen Frears
,DIRECTING,United 93,Paul Greengrass
,DOCUMENTARY (Feature),Deliver Us from Evil,Amy Berg and Frank Donner
,DOCUMENTARY (Feature),An Inconvenient Truth,Davis Guggenheim
,DOCUMENTARY (Feature),Iraq in Fragments,James Longley and John Sinno
,DOCUMENTARY (Feature),Jesus Camp,Heidi Ewing and Rachel Grady
,DOCUMENTARY (Feature),"My Country, My Country",Laura Poitras and Jocelyn Glatzer
,DOCUMENTARY (Short Subject),The Blood of Yingzhou District,Ruby Yang and Thomas Lennon
,DOCUMENTARY (Short Subject),Recycled Life,Leslie Iwerks and Mike Glad
,DOCUMENTARY (Short Subject),Rehearsing a Dream,Karen Goodman and Kirk Simon
,DOCUMENTARY (Short Subject),Two Hands,Nathaniel Kahn and Susan Rose Behr
,DOCUMENTARY (Short Subject),After the Wedding,Denmark
,DOCUMENTARY (Short Subject),Days of Glory (Indigènes),Algeria
,DOCUMENTARY (Short Subject),The Lives of Others,Germany
,DOCUMENTARY (Short Subject),Pan's Labyrinth,Mexico
,DOCUMENTARY (Short Subject),Water,Canada
,MUSIC (Original Score),Babel,Gustavo Santaolalla
,MUSIC (Original Score),The Good German,Thomas Newman
,MUSIC (Original Score),Notes on a Scandal,Philip Glass
,MUSIC (Original Score),Pan's Labyrinth,Javier Navarrete
,MUSIC (Original Score),The Queen,Alexandre Desplat
,MUSIC (Original Song),"""I Need To Wake Up"" from An Inconvenient Truth",Music and Lyric by Melissa Etheridge
,MUSIC (Original Song),"""Listen"" from Dreamgirls",Music by Henry Krieger and Scott Cutler; Lyric by Anne Preven
,MUSIC (Original Song),"""Love You I Do"" from Dreamgirls",Music by Henry Krieger; Lyric by Siedah Garrett
,MUSIC (Original Song),"""Our Town"" from Cars",Music and Lyric by Randy Newman
,MUSIC (Original Song),"""Patience"" from Dreamgirls",Music by Henry Krieger; Lyric by Willie Reale
,BEST PICTURE,Babel,"Alejandro González Iñárritu, Jon Kilik and Steve Golin, Producers"
,BEST PICTURE,The Departed,"Graham King, Producer"
,BEST PICTURE,Letters from Iwo Jima,"Clint Eastwood, Steven Spielberg and Robert Lorenz, Producers"
,BEST PICTURE,Little Miss Sunshine,"David T. Friendly, Peter Saraf and Marc Turtletaub, Producers"
,BEST PICTURE,The Queen,"Andy Harries, Christine Langan and Tracey Seaward, Producers"
,SHORT FILM (Animated),The Danish Poet,Torill Kove
,SHORT FILM (Animated),Lifted,Gary Rydstrom
,SHORT FILM (Animated),The Little Matchgirl,Roger Allers and Don Hahn
,SHORT FILM (Animated),Maestro,Géza M. Tóth
,SHORT FILM (Animated),No Time for Nuts,Chris Renaud and Michael Thurmeier
,SHORT FILM (Live Action),Binta and the Great Idea (Binta Y La Gran Idea),Javier Fesser and Luis Manso
,SHORT FILM (Live Action),Éramos Pocos (One Too Many),Borja Cobeaga
,SHORT FILM (Live Action),Helmer & Son,Søren Pilmark and Kim Magnusson
,SHORT FILM (Live Action),The Saviour,Peter Templeman and Stuart Parkyn
,SHORT FILM (Live Action),West Bank Story,Ari Sandel
,WRITING (Adapted Screenplay),Borat Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Screenplay by Sacha Baron Cohen & Anthony Hines & Peter Baynham & Dan Mazer; Story by Sacha Baron Cohen & Peter Baynham & Anthony Hines & Todd Phillips
,WRITING (Adapted Screenplay),Children of Men,Screenplay by Alfonso Cuarón & Timothy J. Sexton and David Arata and Mark Fergus & Hawk Ostby
,WRITING (Adapted Screenplay),The Departed,Screenplay by William Monahan
,WRITING (Adapted Screenplay),Little Children,Screenplay by Todd Field & Tom Perrotta
,WRITING (Adapted Screenplay),Notes on a Scandal,Screenplay by Patrick Marber
,WRITING (Original Screenplay),Babel,Written by Guillermo Arriaga
,WRITING (Original Screenplay),Letters from Iwo Jima,Screenplay by Iris Yamashita; Story by Iris Yamashita & Paul Haggis
,WRITING (Original Screenplay),Little Miss Sunshine,Written by Michael Arndt
,WRITING (Original Screenplay),Pan's Labyrinth,Written by Guillermo del Toro
,WRITING (Original Screenplay),The Queen,Written by Peter Morgan
,ANIMATED FEATURE FILM,Persepolis,Marjane Satrapi and Vincent Paronnaud
,ANIMATED FEATURE FILM,Ratatouille,Brad Bird
,ANIMATED FEATURE FILM,Surf's Up,Ash Brannon and Chris Buck
,DIRECTING,The Diving Bell and the Butterfly,Julian Schnabel
,DIRECTING,Juno,Jason Reitman
,DIRECTING,Michael Clayton,Tony Gilroy
,DIRECTING,No Country for Old Men,Joel Coen and Ethan Coen
,DIRECTING,There Will Be Blood,Paul Thomas Anderson
